web-scraper-order,web-scraper-start-url,unit-codes,unit-codes-href,prereqs
"1560437845-1764","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL233 - Creative Writing 2: Concept and Practice","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL233","MECO211"
"1560437225-1166","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS578 - Macquarie University Social Justice Clinic","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS578","null"
"1560436158-78","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP426 - Geography in the Secondary School II","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP426","null"
"1560437903-1828","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC498 - Electrical Engineering Research Thesis A","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC498","ELEC396"
"1560436591-575","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS301 - Classical Electrodynamics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS301","MATH235"
"1560437777-1657","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS363 - Environmental Management Project","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS363","ENVS362"
"1560438323-2361","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP260 - Game Design","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP260","INFO111"
"1560437927-1872","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC416 - Computer Engineering Research Thesis A","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC416","null"
"1560436761-708","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG310 - Marketing Metrics","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG310","MKTG207"
"1560438474-2531","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS108 - Foundations of Chemical and Biomolecular Sciences 2","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS108","null"
"1560437385-1339","http://handbook.mq.edu.au/2019/Units/UGByCode","JPS302 - Advanced Japanese II","http://handbook.mq.edu.au/2019/Units/UGUnit/JPS302","null"
"1560436561-548","http://handbook.mq.edu.au/2019/Units/UGByCode","PICT211 - National Security: Policy and Strategy","http://handbook.mq.edu.au/2019/Units/UGUnit/PICT211","PICT111"
"1560437230-1171","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS571 - Health Law and Ethics","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS571","LAW314"
"1560438455-2503","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS304 - Organic and Biological Chemistry B","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS304","CBMS203"
"1560438736-2827","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS312 - Rome and the Caesars","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS312","null"
"1560438050-2045","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE404 - Professional Experience in the Primary School 3","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE404","TEP419"
"1560436899-841","http://handbook.mq.edu.au/2019/Units/UGByCode","MGK448 - Advanced Modern Greek III","http://handbook.mq.edu.au/2019/Units/UGUnit/MGK448","MGK337"
"1560436493-497","http://handbook.mq.edu.au/2019/Units/UGByCode","POL207 - Governance, Power and Public Policy","http://handbook.mq.edu.au/2019/Units/UGUnit/POL207","null"
"1560436619-629","http://handbook.mq.edu.au/2019/Units/UGByCode","PHTY301 - Human Movement","http://handbook.mq.edu.au/2019/Units/UGUnit/PHTY301","HLTH109"
"1560438876-2976","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST202 - Mathematics of Finance","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST202","ACST152"
"1560438727-2820","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS321 - From Constantine to Justinian: Church and State in Late Antiquity","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS321","null"
"1560438520-2569","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL379 - Reef Evolution and Dynamics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL379","BIOL263"
"1560438649-2755","http://handbook.mq.edu.au/2019/Units/UGByCode","ANTH203 - Food Across Cultures","http://handbook.mq.edu.au/2019/Units/UGUnit/ANTH203","null"
"1560437950-1902","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC326 - Mechatronic Systems","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC326","null"
"1560438834-2904","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN312 - Issues in Corporate Finance","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN312","ACCG350"
"1560437891-1816","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGG150 - Electrical and Mechanical Principles","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGG150","MATH135"
"1560436435-389","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY339 - Applied Child and Adolescent Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY339","PSY235"
"1560436362-311","http://handbook.mq.edu.au/2019/Units/UGByCode","RSN280 - Russia: Myths and Facts","http://handbook.mq.edu.au/2019/Units/UGUnit/RSN280","null"
"1560438174-2211","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE220 - Early Childhood Pedagogy and Curriculum","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE220","EDST200"
"1560437034-1006","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH339 - Real and Functional Analysis","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH339","MATH236"
"1560436459-466","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY234 - Social and Personality Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY234","PSYC105"
"1560438313-2341","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP335 - Distributed Systems","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP335","COMP247"
"1560438562-2681","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL227 - Ecology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL227","BIOL121"
"1560438094-2095","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON398 - The Asian Economies","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON398","ECON203"
"1560437543-1451","http://handbook.mq.edu.au/2019/Units/UGByCode","HLTH350 - Legal, Ethical and Policy Directions in Human Sciences","http://handbook.mq.edu.au/2019/Units/UGUnit/HLTH350","null"
"1560436807-779","http://handbook.mq.edu.au/2019/Units/UGByCode","MHIS323 - Angels and Demons in the Medieval World","http://handbook.mq.edu.au/2019/Units/UGUnit/MHIS323","null"
"1560438146-2166","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHP424 - Professional Experience 7","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHP424","null"
"1560436453-433","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY238 - Introduction to Psycholinguistics","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY238","PSYC105"
"1560437843-1758","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL234 - Fiction and History","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL234","ENGL120"
"1560437733-1621","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN125 - Introductory French III","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN125","FRN123"
"1560436210-172","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT273 - Introduction to Probability","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT273","MATH339"
"1560437747-1628","http://handbook.mq.edu.au/2019/Units/UGByCode","FOSC201 - Global Challenges and STEM","http://handbook.mq.edu.au/2019/Units/UGUnit/FOSC201","null"
"1560436711-678","http://handbook.mq.edu.au/2019/Units/UGByCode","MUS211 - Sound Cultures","http://handbook.mq.edu.au/2019/Units/UGUnit/MUS211","null"
"1560438014-1997","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC270 - Teaching the Gifted and Talented Student","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC270","null"
"1560437142-1102","http://handbook.mq.edu.au/2019/Units/UGByCode","LING389 - Advanced Communication in Social Institutions","http://handbook.mq.edu.au/2019/Units/UGUnit/LING389","LING289"
"1560436585-568","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS306 - Optical Physics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS306","null"
"1560436222-185","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT171 - Statistical Data Analysis","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT171","MATH130"
"1560437337-1303","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS108 - Law, Lawyers and Society","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS108","null"
"1560436583-564","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS308 - Condensed Matter and Nanoscale Physics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS308","PHYS202"
"1560436182-112","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT402 - Topics in Stochastic Finance","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT402","null"
"1560438445-2490","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS334 - Macromolecules","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS334","null"
"1560438525-2589","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL369 - Vertebrate Evolution","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL369","BIOL228"
"1560438688-2797","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS368 - Coptic Egyptian C","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS368","AHIS268"
"1560437675-1579","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP300 - Environmental Decision Making","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP300","GEOS267"
"1560438160-2184","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE450 - Curriculum Connections and Pedagogy 2","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE450","ECHE340"
"1560438421-2446","http://handbook.mq.edu.au/2019/Units/UGByCode","CHIR316 - Chiropractic Science 6","http://handbook.mq.edu.au/2019/Units/UGUnit/CHIR316","CHIR315"
"1560438334-2378","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP229 - Object-Oriented Programming Practices","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP229","COMP125"
"1560437717-1608","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN336 - Advanced French I","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN336","FRN227"
"1560438252-2276","http://handbook.mq.edu.au/2019/Units/UGByCode","CROA240 - Croatian Migrations and Transnational Identities","http://handbook.mq.edu.au/2019/Units/UGUnit/CROA240","CRO161"
"1560437272-1212","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS533 - Law Journals","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS533","null"
"1560436260-227","http://handbook.mq.edu.au/2019/Units/UGByCode","SPN202 - Intermediate Spanish II","http://handbook.mq.edu.au/2019/Units/UGUnit/SPN202","null"
"1560438024-2014","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC260 - Language, Literacy and Learning","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC260","EDUC106"
"1560436769-740","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG306 - E-Marketing","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG306","MKTG203"
"1560438327-2370","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP255 - Software Engineering","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP255","COMP125"
"1560438898-2997","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG350 - Financial Statement Analysis","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG350","ACCG253"
"1560437915-1849","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC428 - Software Defined Networking","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC428","ELEC345"
"1560436613-620","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS107 - Modern Mechanics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS107","MATH123"
"1560437633-1541","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS306 - Exploration and Environmental Geophysics II","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS306","GEOS305"
"1560438547-2628","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL260 - Science of Sex","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL260","null"
"1560438876-2977","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST202 - Mathematics of Finance","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST202","MATH133"
"1560436298-262","http://handbook.mq.edu.au/2019/Units/UGByCode","SOCI226 - I Shop, Therefore I Am: Global Consumer Society","http://handbook.mq.edu.au/2019/Units/UGUnit/SOCI226","null"
"1560437020-959","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH205 - Engineering Materials","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH205","ENGG150"
"1560438600-2717","http://handbook.mq.edu.au/2019/Units/UGByCode","ASTR377 - Astrophysics","http://handbook.mq.edu.au/2019/Units/UGUnit/ASTR377","MATH235"
"1560437956-1918","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC317 - Medical Image and Signal Processing","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC317","null"
"1560436457-451","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY235 - Developmental Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY235","PSY122"
"1560438054-2053","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE354 - Curriculum and Teaching in the Primary School 4","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE354","TEP320"
"1560437004-935","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH402 - Energy Sustainable Design","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH402","MECH302"
"1560437188-1139","http://handbook.mq.edu.au/2019/Units/UGByCode","LING217 - Introductory Phonetics and Phonology","http://handbook.mq.edu.au/2019/Units/UGUnit/LING217","LING110"
"1560437251-1191","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS557 - Conflict of Laws","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS557","null"
"1560436769-744","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG306 - E-Marketing","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG306","MKTG213"
"1560437177-1132","http://handbook.mq.edu.au/2019/Units/UGByCode","LING220 - Syntax","http://handbook.mq.edu.au/2019/Units/UGUnit/LING220","null"
"1560438772-2862","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS250 - From Ur to Babylon: A History of Israel from Abraham to the Babylonian Exile","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS250","null"
"1560438443-2485","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS335 - Applied and Medical Microbiology","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS335","CBMS215"
"1560438577-2698","http://handbook.mq.edu.au/2019/Units/UGByCode","BBA360 - Business Project","http://handbook.mq.edu.au/2019/Units/UGUnit/BBA360","BUSL251"
"1560438920-3028","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG101 - Accounting and Governance","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG101","ACCG100"
"1560436162-83","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP424 - English in the Secondary School II","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP424","null"
"1560438518-2559","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL381 - Palaeobiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL381","BIOL263"
"1560438906-3012","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG315 - Accountants in the Profession","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG315","ACCG200"
"1560436593-581","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS246 - Advanced Physics II","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS246","PHYS107"
"1560438112-2127","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON334 - Financial Econometrics","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON334","STAT272"
"1560437675-1577","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP300 - Environmental Decision Making","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP300","ENV267"
"1560436483-492","http://handbook.mq.edu.au/2019/Units/UGByCode","POL303 - Global Political Economy","http://handbook.mq.edu.au/2019/Units/UGUnit/POL303","null"
"1560438490-2541","http://handbook.mq.edu.au/2019/Units/UGByCode","BUSL301 - Corporations Law","http://handbook.mq.edu.au/2019/Units/UGUnit/BUSL301","null"
"1560437359-1319","http://handbook.mq.edu.au/2019/Units/UGByCode","LAW214 - Jurisprudence","http://handbook.mq.edu.au/2019/Units/UGUnit/LAW214","null"
"1560436743-697","http://handbook.mq.edu.au/2019/Units/UGByCode","MMCS260 - Documentary Media: Forms, Histories, Futures","http://handbook.mq.edu.au/2019/Units/UGUnit/MMCS260","null"
"1560438824-2891","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN341 - Advanced Finance","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN341","null"
"1560436497-499","http://handbook.mq.edu.au/2019/Units/UGByCode","POL202 - Gender and the State","http://handbook.mq.edu.au/2019/Units/UGUnit/POL202","null"
"1560437773-1645","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS390 - Applied GIS","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS390","null"
"1560436449-413","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY247 - Perception","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY247","COGS100"
"1560437935-1883","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC395 - Power Electronics","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC395","ELEC270"
"1560438305-2330","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP347 - Computer Networks","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP347","null"
"1560438094-2096","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON398 - The Asian Economies","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON398","ECON204"
"1560437952-1909","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC324 - Feedback Control and Dynamic Systems","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC324","null"
"1560437288-1233","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS519 - International Human Rights Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS519","LAWS259"
"1560438587-2710","http://handbook.mq.edu.au/2019/Units/UGByCode","BBA310 - Leadership in Management","http://handbook.mq.edu.au/2019/Units/UGUnit/BBA310","HRM107"
"1560436416-333","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY399 - Psychological Science: Putting Theory into Practice","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY399","PSY235"
"1560436699-668","http://handbook.mq.edu.au/2019/Units/UGByCode","MUS305 - Advanced Guitar","http://handbook.mq.edu.au/2019/Units/UGUnit/MUS305","MUS207"
"1560438840-2919","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN253 - Financial Management","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN253","STAT170"
"1560437361-1322","http://handbook.mq.edu.au/2019/Units/UGByCode","LAW203 - Torts","http://handbook.mq.edu.au/2019/Units/UGUnit/LAW203","LAWS104"
"1560437933-1879","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC396 - Electrical Machines","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC396","ENGG150"
"1560436422-352","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY351 - Research Methods in Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY351","PSY236"
"1560436865-804","http://handbook.mq.edu.au/2019/Units/UGByCode","MGMT321 - Business Analytics Project","http://handbook.mq.edu.au/2019/Units/UGUnit/MGMT321","ISYS224"
"1560438156-2182","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHP122 - Professional Experience 1","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHP122","null"
"1560438474-2530","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS108 - Foundations of Chemical and Biomolecular Sciences 2","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS108","CBMS103"
"1560436280-247","http://handbook.mq.edu.au/2019/Units/UGByCode","SPH311 - Acquired Speech and Language Disorders","http://handbook.mq.edu.au/2019/Units/UGUnit/SPH311","LING217"
"1560436184-113","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT399 - Consulting in Statistical Sciences","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT399","STAT375"
"1560438371-2410","http://handbook.mq.edu.au/2019/Units/UGByCode","CHN341 - Chinese Capstone Unit","http://handbook.mq.edu.au/2019/Units/UGUnit/CHN341","CHN340"
"1560438427-2464","http://handbook.mq.edu.au/2019/Units/UGByCode","CHIR213 - Chiropractic Sciences 3","http://handbook.mq.edu.au/2019/Units/UGUnit/CHIR213","CHIR104"
"1560437096-1068","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS313 - Advanced Screen Production 2","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS313","MAS213"
"1560437707-1598","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN448 - Advanced French III","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN448","FRN337"
"1560437064-1053","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH133 - Mathematics IB (Advanced)","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH133","null"
"1560437247-1189","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS560 - Environmental Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS560","null"
"1560438549-2630","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL257 - Neurophysiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL257","BIOL115"
"1560438441-2484","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS336 - Molecular Biology and Genomics","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS336","null"
"1560438628-2734","http://handbook.mq.edu.au/2019/Units/UGByCode","ANTH302 - The Anthropology of Politics and Power","http://handbook.mq.edu.au/2019/Units/UGUnit/ANTH302","null"
"1560438040-2029","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE455 - Curriculum and Teaching in the Primary School 5","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE455","EDTE354"
"1560437457-1393","http://handbook.mq.edu.au/2019/Units/UGByCode","ISYS301 - Enterprise Systems Integration","http://handbook.mq.edu.au/2019/Units/UGUnit/ISYS301","ISYS224"
"1560438122-2137","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON309 - Industrial Organisation","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON309","ECON203"
"1560437453-1391","http://handbook.mq.edu.au/2019/Units/UGByCode","ISYS358 - Computing Industry Project","http://handbook.mq.edu.au/2019/Units/UGUnit/ISYS358","null"
"1560438461-2511","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS203 - Synthesis","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS203","CBMS103"
"1560436611-617","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS130 - Foundations of Physics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS130","MATH123"
"1560437008-939","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH362 - Embedded Mechatronic Engineering","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH362","ELEC260"
"1560438710-2811","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS344 - Religions along the Silk Road","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS344","null"
"1560437060-1045","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH136 - Mathematics IB","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH136","MATH135"
"1560437022-969","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH204 - Mechanics of Solids","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH204","PHYS107"
"1560437517-1429","http://handbook.mq.edu.au/2019/Units/UGByCode","ICOM301 - Global Knowledge Society","http://handbook.mq.edu.au/2019/Units/UGUnit/ICOM301","null"
"1560437663-1564","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP461 - Planning Experience","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP461","null"
"1560437907-1836","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC494 - Electrical Energy Networks","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC494","ELEC396"
"1560436629-637","http://handbook.mq.edu.au/2019/Units/UGByCode","PHL358 - Metaphysics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHL358","null"
"1560436531-515","http://handbook.mq.edu.au/2019/Units/UGByCode","PLH221 - Intermediate Polish II","http://handbook.mq.edu.au/2019/Units/UGUnit/PLH221","PLH220"
"1560436905-847","http://handbook.mq.edu.au/2019/Units/UGByCode","MGK330 - Advanced Modern Greek Short Term Residential Program","http://handbook.mq.edu.au/2019/Units/UGUnit/MGK330","null"
"1560438461-2510","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS203 - Synthesis","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS203","CBMS107"
"1560437018-955","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH301 - Thermodynamics","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH301","MECH202"
"1560438335-2385","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP225 - Algorithms and Data Structures","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP225","STAT170"
"1560436547-528","http://handbook.mq.edu.au/2019/Units/UGByCode","PICT311 - Cyber Security in Practice","http://handbook.mq.edu.au/2019/Units/UGUnit/PICT311","null"
"1560436675-656","http://handbook.mq.edu.au/2019/Units/UGByCode","PHIL383 - Philosophy Capstone Unit","http://handbook.mq.edu.au/2019/Units/UGUnit/PHIL383","null"
"1560437038-1012","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH337 - Algebra IIIA","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH337","MATH235"
"1560437833-1747","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL307 - Creative Writing 3: Narrative Fiction","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL307","MECO210"
"1560436773-752","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG304 - Marketing Project","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG304","MKTG203"
"1560436186-117","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT395 - Biostatistics and Epidemiology","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT395","STAT271"
"1560436915-855","http://handbook.mq.edu.au/2019/Units/UGByCode","MGK206 - Intermediate Modern Greek II","http://handbook.mq.edu.au/2019/Units/UGUnit/MGK206","null"
"1560438453-2501","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS306 - Medicinal Chemistry","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS306","CBMS204"
"1560436615-622","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS106 - Electric and Magnetic Interactions","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS106","PHYS107"
"1560438518-2558","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL381 - Palaeobiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL381","BIOL261"
"1560436435-390","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY339 - Applied Child and Adolescent Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY339","null"
"1560438820-2882","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN353 - Advanced Corporate Finance","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN353","AFIN252"
