web-scraper-order,web-scraper-start-url,unit-codes,unit-codes-href,prereqs
"1560436206-162","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT279 - Operations Research I","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT279","null"
"1560436485-493","http://handbook.mq.edu.au/2019/Units/UGByCode","POL279 - International Political Conflict: Cold Wars and Hot Wars from 1945 to the Present","http://handbook.mq.edu.au/2019/Units/UGUnit/POL279","null"
"1560436144-56","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP440 - Society and Culture in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP440","EDTE433"
"1560437034-1009","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH339 - Real and Functional Analysis","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH339","MATH335"
"1560437587-1494","http://handbook.mq.edu.au/2019/Units/UGByCode","GMN310 - Advanced German I","http://handbook.mq.edu.au/2019/Units/UGUnit/GMN310","GMN288"
"1560437763-1638","http://handbook.mq.edu.au/2019/Units/UGByCode","FOAR101 - Indigenous Research Project","http://handbook.mq.edu.au/2019/Units/UGUnit/FOAR101","null"
"1560438649-2754","http://handbook.mq.edu.au/2019/Units/UGByCode","ANTH203 - Food Across Cultures","http://handbook.mq.edu.au/2019/Units/UGUnit/ANTH203","ANTH150"
"1560436426-365","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY349 - Design and Statistics III","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY349","PSY234"
"1560437163-1123","http://handbook.mq.edu.au/2019/Units/UGByCode","LING292 - Editing and Publishing in a Multi-modal World","http://handbook.mq.edu.au/2019/Units/UGUnit/LING292","null"
"1560436430-382","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY344 - Neuropsychology in Clinical Practice","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY344","PSY237"
"1560438230-2264","http://handbook.mq.edu.au/2019/Units/UGByCode","CUL399 - Sex, Death and Politics: The Ethics of Our Lives","http://handbook.mq.edu.au/2019/Units/UGUnit/CUL399","null"
"1560437503-1425","http://handbook.mq.edu.au/2019/Units/UGByCode","INTS202 - Citizenship: Past, Present, Global","http://handbook.mq.edu.au/2019/Units/UGUnit/INTS202","null"
"1560437417-1357","http://handbook.mq.edu.au/2019/Units/UGByCode","ITL449 - Advanced Italian IV","http://handbook.mq.edu.au/2019/Units/UGUnit/ITL449","ITL448"
"1560438038-2026","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE456 - Curriculum and Teaching in the Primary School 6","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE456","TEP418"
"1560438554-2655","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL242 - Marine Environmental Issues","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL242","BIOL114"
"1560437605-1510","http://handbook.mq.edu.au/2019/Units/UGByCode","GMN105 - Introductory German II","http://handbook.mq.edu.au/2019/Units/UGUnit/GMN105","null"
"1560436457-461","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY235 - Developmental Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY235","PSY105"
"1560438614-2727","http://handbook.mq.edu.au/2019/Units/UGByCode","ANTH323 - Culture and Human Rights","http://handbook.mq.edu.au/2019/Units/UGUnit/ANTH323","null"
"1560437355-1315","http://handbook.mq.edu.au/2019/Units/UGByCode","LAW315 - Administrative Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAW315","LAW314"
"1560438172-2208","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE234 - Teaching and Learning Mathematics, Science and Technology 2","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE234","null"
"1560436735-693","http://handbook.mq.edu.au/2019/Units/UGByCode","MMCS321 - Arts Management Internship","http://handbook.mq.edu.au/2019/Units/UGUnit/MMCS321","null"
"1560437002-931","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH410 - Mechanical Engineering Research Thesis A","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH410","MECH302"
"1560438537-2608","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL334 - Evolutionary and Conservation Genetics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL334","null"
"1560438784-2876","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS205 - Introduction to Museum Practice","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS205","null"
"1560438076-2085","http://handbook.mq.edu.au/2019/Units/UGByCode","EDST300 - Practice of Teaching: Cultures in History and Geography","http://handbook.mq.edu.au/2019/Units/UGUnit/EDST300","null"
"1560438407-2435","http://handbook.mq.edu.au/2019/Units/UGByCode","CHN148 - Chinese for Heritage Learners I","http://handbook.mq.edu.au/2019/Units/UGUnit/CHN148","null"
"1560438523-2586","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL373 - Aquatic Ecosystems","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL373","null"
"1560437787-1685","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS338 - Environmental Quality and Assessment","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS338","null"
"1560437331-1297","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS250 - Crime, Policy and Governance","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS250","null"
"1560436513-504","http://handbook.mq.edu.au/2019/Units/UGByCode","POIR260 - East Asia: Development and Democracy","http://handbook.mq.edu.au/2019/Units/UGUnit/POIR260","null"
"1560437625-1531","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS343 - Magmas, Ores and Geochemistry","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS343","GEOS226"
"1560436304-278","http://handbook.mq.edu.au/2019/Units/UGByCode","SOC346 - Profit, Protest, Policy: Changes in Market Society","http://handbook.mq.edu.au/2019/Units/UGUnit/SOC346","PICT310"
"1560437014-952","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH303 - Mechanical Design 2","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH303","null"
"1560438104-2109","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON356 - Evolution of Economic Ideas","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON356","ECON110"
"1560437743-1626","http://handbook.mq.edu.au/2019/Units/UGByCode","FOSC301 - Special Interest Unit 1","http://handbook.mq.edu.au/2019/Units/UGUnit/FOSC301","null"
"1560436244-213","http://handbook.mq.edu.au/2019/Units/UGByCode","SPN403 - Advanced Spanish III","http://handbook.mq.edu.au/2019/Units/UGUnit/SPN403","null"
"1560437797-1712","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS264 - Introduction to Geographic Information Science","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS264","STAT171"
"1560438920-3029","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG101 - Accounting and Governance","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG101","ACCG106"
"1560436388-330","http://handbook.mq.edu.au/2019/Units/UGByCode","PSYC201 - Counselling Approaches and Principles","http://handbook.mq.edu.au/2019/Units/UGUnit/PSYC201","PSYC105"
"1560438692-2802","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS357 - Material Culture and Museum Studies","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS357","null"
"1560438512-2554","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL391 - Biological Sciences Capstone","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL391","null"
"1560438309-2334","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP343 - Cryptography and Information Security","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP343","COMP125"
"1560437777-1650","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS363 - Environmental Management Project","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS363","ENV267"
"1560437016-954","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH302 - Heat and Mass Transfer","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH302","null"
"1560437952-1908","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC324 - Feedback Control and Dynamic Systems","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC324","MATH235"
"1560438198-2241","http://handbook.mq.edu.au/2019/Units/UGByCode","ECH333 - Inclusive Education","http://handbook.mq.edu.au/2019/Units/UGUnit/ECH333","ECH228"
"1560437020-962","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH205 - Engineering Materials","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH205","null"
"1560438531-2598","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL349 - Biodiversity and Conservation","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL349","null"
"1560438108-2120","http://handbook.mq.edu.au/2019/Units/UGByCode","ECON336 - Economic Development","http://handbook.mq.edu.au/2019/Units/UGUnit/ECON336","ECON214"
"1560438520-2570","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL379 - Reef Evolution and Dynamics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL379","BIOL208"
"1560436579-559","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS388 - Advanced Physics III","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS388","PHYS202"
"1560438555-2666","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL235 - Experimental Design and Data Analysis for Biology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL235","null"
"1560437090-1064","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS330 - Network Cultures","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS330","null"
"1560438026-2020","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC258 - Mathematics in Schools","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC258","null"
"1560436765-720","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG308 - Customer Relationship Management","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG308","MKTG208"
"1560437457-1394","http://handbook.mq.edu.au/2019/Units/UGByCode","ISYS301 - Enterprise Systems Integration","http://handbook.mq.edu.au/2019/Units/UGUnit/ISYS301","ISYS254"
"1560437365-1325","http://handbook.mq.edu.au/2019/Units/UGByCode","LAW109 - Criminal Justice","http://handbook.mq.edu.au/2019/Units/UGUnit/LAW109","LAW115"
"1560436677-657","http://handbook.mq.edu.au/2019/Units/UGByCode","PHIL226 - The Moral Psychology of Good and Evil","http://handbook.mq.edu.au/2019/Units/UGUnit/PHIL226","null"
"1560436789-771","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG203 - Consumer Behaviour","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG203","null"
"1560438638-2741","http://handbook.mq.edu.au/2019/Units/UGByCode","ANTH222 - Stuff Happens: Anthropological Approaches to Global Capitalism","http://handbook.mq.edu.au/2019/Units/UGUnit/ANTH222","ANTH150"
"1560436765-713","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG308 - Customer Relationship Management","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG308","STAT150"
"1560437242-1186","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS562 - Law of International Organisations","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS562","null"
"1560438323-2359","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP260 - Game Design","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP260","COMP115"
"1560436929-864","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI307 - Research Experience and Training","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI307","null"
"1560437076-1055","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH106 - A View of Mathematics","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH106","null"
"1560437615-1518","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS375 - Environmental Geology","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS375","GEOS206"
"1560436811-781","http://handbook.mq.edu.au/2019/Units/UGByCode","MHIS307 - Australian Environmental History","http://handbook.mq.edu.au/2019/Units/UGUnit/MHIS307","null"
"1560436986-911","http://handbook.mq.edu.au/2019/Units/UGByCode","MECO310 - Telling True Stories 1","http://handbook.mq.edu.au/2019/Units/UGUnit/MECO310","CUL240"
"1560437539-1449","http://handbook.mq.edu.au/2019/Units/UGByCode","HRM201 - Workplace Relations","http://handbook.mq.edu.au/2019/Units/UGUnit/HRM201","null"
"1560437150-1107","http://handbook.mq.edu.au/2019/Units/UGByCode","LING334 - Child Language Acquisition","http://handbook.mq.edu.au/2019/Units/UGUnit/LING334","LING214"
"1560437097-1071","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS312 - Advanced Screen Production 1","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS312","MAS213"
"1560436949-886","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI208 - Laboratory Experience and Training 1","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI208","null"
"1560438323-2360","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP260 - Game Design","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP260","COMP111"
"1560436553-533","http://handbook.mq.edu.au/2019/Units/UGByCode","PICT301 - Global and Strategic Issues in Criminology","http://handbook.mq.edu.au/2019/Units/UGUnit/PICT301","SOC126"
"1560437685-1589","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP201 - Critical Perspectives on space and place: theory and practice","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP201","null"
"1560436701-671","http://handbook.mq.edu.au/2019/Units/UGByCode","MUS304 - Advanced Vocal Studies","http://handbook.mq.edu.au/2019/Units/UGUnit/MUS304","MUS206"
"1560437683-1587","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOP212 - Planning and Development","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOP212","null"
"1560437925-1867","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC417 - Computer Engineering Research Thesis B","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC417","null"
"1560438152-2175","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHP223 - Professional Experience 3","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHP223","ECH232"
"1560437881-1794","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGG411 - Engineering Research Thesis","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGG411","ENGG460"
"1560438520-2578","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL379 - Reef Evolution and Dynamics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL379","STAT170"
"1560436142-50","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP441 - Legal Studies in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP441","TEP433"
"1560436304-270","http://handbook.mq.edu.au/2019/Units/UGByCode","SOC346 - Profit, Protest, Policy: Changes in Market Society","http://handbook.mq.edu.au/2019/Units/UGUnit/SOC346","ECON359"
"1560437361-1320","http://handbook.mq.edu.au/2019/Units/UGByCode","LAW203 - Torts","http://handbook.mq.edu.au/2019/Units/UGUnit/LAW203","LAW109"
"1560437339-1305","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS104 - Contracts","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS104","null"
"1560436605-608","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS149 - Physics for Life Sciences","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS149","MATH130"
"1560436887-831","http://handbook.mq.edu.au/2019/Units/UGByCode","MGMT256 - Workforce Demography and Planning","http://handbook.mq.edu.au/2019/Units/UGUnit/MGMT256","null"
"1560438564-2689","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL206 - Genetics","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL206","BIOL114"
"1560436316-286","http://handbook.mq.edu.au/2019/Units/UGByCode","SOC315 - Love, Sex and Friendship","http://handbook.mq.edu.au/2019/Units/UGUnit/SOC315","null"
"1560436204-153","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT302 - Graphics, Multivariate Methods and Data Mining","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT302","STAT270"
"1560437062-1048","http://handbook.mq.edu.au/2019/Units/UGByCode","MATH135 - Mathematics IA","http://handbook.mq.edu.au/2019/Units/UGUnit/MATH135","MATH123"
"1560436352-305","http://handbook.mq.edu.au/2019/Units/UGByCode","RSN350 - Advanced Russian I","http://handbook.mq.edu.au/2019/Units/UGUnit/RSN350","null"
"1560437292-1241","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS516 - European Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS516","LAW409"
"1560438168-2202","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE311 - Infant and Toddler Curriculum and Pedagogy","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE311","null"
"1560438260-2286","http://handbook.mq.edu.au/2019/Units/UGByCode","CRO355 - Advanced Croatian II","http://handbook.mq.edu.au/2019/Units/UGUnit/CRO355","null"
"1560437258-1198","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS553 - Taxation","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS553","BUSL250"
"1560436142-49","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP441 - Legal Studies in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP441","TEP421"
"1560438552-2648","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL247 - Systems Physiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL247","HLTH108"
"1560436499-500","http://handbook.mq.edu.au/2019/Units/UGByCode","POL201 - Contemporary Issues in Australian Politics: Race, Nation, Class and Gender","http://handbook.mq.edu.au/2019/Units/UGUnit/POL201","null"
"1560438584-2702","http://handbook.mq.edu.au/2019/Units/UGByCode","BBA320 - Asian Business Environment","http://handbook.mq.edu.au/2019/Units/UGUnit/BBA320","ECON110"
"1560436428-379","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY348 - Principles of Behaviour Change","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY348","null"
"1560436525-511","http://handbook.mq.edu.au/2019/Units/UGByCode","PLH324 - Advanced Polish","http://handbook.mq.edu.au/2019/Units/UGUnit/PLH324","null"
"1560436304-274","http://handbook.mq.edu.au/2019/Units/UGByCode","SOC346 - Profit, Protest, Policy: Changes in Market Society","http://handbook.mq.edu.au/2019/Units/UGUnit/SOC346","SOC322"
"1560437629-1537","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS309 - Marine Sediments and Energy Resources","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS309","null"
"1560437637-1545","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS272 - Deformation and Metamorphism","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS272","GEOS125"
"1560438549-2631","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL257 - Neurophysiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL257","BIOL108"
"1560436176-99","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP387 - Curriculum and Instruction in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP387","EDUC267"
"1560437026-987","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH202 - Fluid Mechanics","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH202","PHYS140"
"1560437855-1774","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL207 - World Literature in English","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL207","null"
