web-scraper-order,web-scraper-start-url,faculties,faculties-href,courses,courses-href,conditions
"1560499552-4606","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","AERO9500
                      6 UOC
                    Space Systems Architectures and Orbits","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/AERO9500/?browseByFaculty=FacultyOfEngineering&","null"
"1560501438-5513","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SOMA2415
      6 UOC
      Narrative Structures in Moving Image","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOMA2415/?browseByFaculty=FacultyOfArtDesign&","null"
"1560497225-3515","https://www.handbook.unsw.edu.au/","UNSW Global","https://www.handbook.unsw.edu.au/UnswGlobal/browse?id=a9321f614ffd57009106fd501310c7eb","DPST1031
                      6 UOC
                    Chemistry A: Atoms, Molecules, and Energy","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/DPST1031/?browseByFaculty=UnswGlobal&","UNSW Global Diplomas only (7001, 7002)"
"1560500748-5178","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4202
      6 UOC
      Uses of Theory: Honours (Research)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4202/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in a School of the Arts and Media honours program"
"1560501757-5671","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DART3341
      6 UOC
      Writing as Practice","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DART3341/?browseByFaculty=FacultyOfArtDesign&","null"
"1560501621-5604","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SART2415
      6 UOC
      Photographic Worlds: Interventions and Fictions","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SART2415/?browseByFaculty=FacultyOfArtDesign&","null"
"1560498147-3957","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","AVIA2114
      6 UOC
      Commercial Aircraft General Knowledge","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/AVIA2114/?browseByFaculty=FacultyOfScience&","Prerequisite: AVIA1111 and enrolled in 3980"
"1560498671-4179","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3327
      12 UOC
      Law Schools Global League Summer School","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3327/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses."
"1560497333-3561","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT4501
      12 UOC
      Research Thesis B in International Business","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT4501/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Program 4501 and enrolment in the International Business Honours plan is required."
"1560497363-3575","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT3003
      6 UOC
      Global Entrepreneurship","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3003/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Completion of 48 UOC"
"1560497376-3581","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT2718
      6 UOC
      Human Resource Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2718/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Any first year MGMT course (e.g., MGMT1001, MGMT1002, MGMT1101)."
"1560497777-3778","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACTL4012
      12 UOC
      Thesis (Actuarial Studies) C","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL4012/?browseByFaculty=UnswBusinessSchool&","null"
"1560499314-4488","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP3901
      6 UOC
      Special Project A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3901/?browseByFaculty=FacultyOfEngineering&","Prerequisite: 80+ WAM in COMP, SENG or BINF courses, completion of all first and second year core requirements a CSE program, and agreement from a suitable CSE academic supervisor."
"1560499156-4410","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CVEN3303
      6 UOC
      Steel Structures","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3303/?browseByFaculty=FacultyOfEngineering&","Prerequisites: (ENGG1300 AND ENGG2400) OR (CVEN1300 AND CVEN2301)
(Pre-requisite only applicable to UG cohort taking this course)."
"1560500579-5095","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","CRIM2037
      6 UOC
      Explaining Punishment","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM2037/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1 including CRIM1010 or CRIM1011"
"1560497906-3838","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","CHEM2041
      6 UOC
      Analytical Chemistry: Essential Methods","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM2041/?browseByFaculty=FacultyOfScience&","Prerequisite: CHEM1011 or CHEM1031 or CHEM1811, CHEM1021 or CHEM1041 or CHEM1821,  MATH1031 or MATH1041 or MATH1131 or MATH1141 or MATH1231 or MATH1241"
"1560497722-3751","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON2111
      6 UOC
      Introduction to Economic Development","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON2111/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ECON1102"
"1560500772-5190","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3870
      6 UOC
      Debates and Controversies in Sociology and Anthropology","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3870/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 72 units of credit overall, and enrolment in a Sociology & Anthropology major or extended minor"
"1560497938-3854","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BIOT4073
      24 UOC
      Biotechnology Honours Full-Time","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOT4073/?browseByFaculty=FacultyOfScience&","null"
"1560499461-4561","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","BIOM9711
      6 UOC
      Modelling Organs, Tissues and Devices","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOM9711/?browseByFaculty=FacultyOfEngineering&","null"
"1560500312-4963","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MDIA1005
      6 UOC
      Creative Sound Technologies","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA1005/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in a single or dual award Media program"
"1560497479-3632","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS4801
      6 UOC
      Thesis B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4801/?browseByFaculty=UnswBusinessSchool&","null"
"1560500017-4833","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BEIL0003
      6 UOC
      Built Environment Annual Design Competition","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEIL0003/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: 96 unit of credits completed"
"1560497856-3816","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACCT2522
                      6 UOC
                    Management Accounting 1","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ACCT2522/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ACCT1511"
"1560500760-5184","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3885
      6 UOC
      Trauma and Violence","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3885/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisites: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, Sociology & Anthropology"
"1560500126-4872","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","SOCW4012
      6 UOC
      Social Work Practice in Mental Health and Trauma","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOCW4012/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: SOCW3006, SOCW3010, and SRAP3000 or ARTS2871, and enrolment in a Social Work program. Or SOCW3010, and SRAP3000 or ARTS2871, and enrolment in a Social Work/Law program"
"1560500818-5213","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3695
      6 UOC
      Multilingualism and Language Planning","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3695/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, Linguistics"
"1560500920-5263","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3295
      6 UOC
      Understanding Nazi Germany: Origins, Structures, Explanation","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3295/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, European Studies or History; or 48 UOC overall, including 12 UOC in German Studies language courses"
"1560497712-3746","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON2209
      6 UOC
      Business Forecasting","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON2209/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ECON1203"
"1560497576-3679","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","FINS3640
      6 UOC
      Investment Management Modeling","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/FINS3640/?browseByFaculty=UnswBusinessSchool&","Prerequisite: FINS2624"
"1560498171-3969","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","AVIA1111
                      12 UOC
                    Basic Aeronautical Knowledge","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/AVIA1111/?browseByFaculty=FacultyOfScience&","Prerequisite: Enrolled in Aviation Program"
"1560499357-4509","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP2521
      6 UOC
      Data Structures and Algorithms","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP2521/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP1511 or COMP1917 or COMP1921"
"1560499310-4486","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP4121
      6 UOC
      Advanced and Parallel Algorithms","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP4121/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP3121 or  COMP3821."
"1560497944-3857","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BIOS6692
      6 UOC
      Advanced Underwater Field Ecology","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOS6692/?browseByFaculty=FacultyOfScience&","null"
"1560497806-3792","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACTL3141
      6 UOC
      Actuarial Models and Statistics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL3141/?browseByFaculty=UnswBusinessSchool&","Prerequisite: (ACTL2131 or MATH2901) and (ACTL2102 or school approval)"
"1560501297-5448","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1753
      6 UOC
      Culture, Experience and Change","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1753/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560497394-3590","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT2002
      6 UOC
      Managing Business Communication","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2002/?browseByFaculty=UnswBusinessSchool&","null"
"1560501328-5463","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1510
      6 UOC
      Introductory German A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1510/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560498210-3985","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","SOMS4002
      12 UOC
      School of Medical Sciences Honours (Part-time)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOMS4002/?browseByFaculty=FacultyOfMedicine&","null"
"1560501589-5588","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SART3402
      6 UOC
      Painting: Studio in Context","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SART3402/?browseByFaculty=FacultyOfArtDesign&","L2 Painting Prerequisite"
"1560501124-5363","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2542
      6 UOC
      Gods, Heroines and Heroes in Greek Myth","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2542/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560499607-4629","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","PLAN3001
      3 UOC
      Practice: Communication, Participation, Engagement","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PLAN3001/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560497679-3730","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON3130
      6 UOC
      Real Estate Economics and Public Policy","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON3130/?browseByFaculty=UnswBusinessSchool&","Prerequisites: ECON1102 and ECON2101"
"1560497908-3839","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","CHEM2031
      6 UOC
      Inorganic Chemistry: The Elements","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM2031/?browseByFaculty=FacultyOfScience&","Prerequisite: CHEM2041 Exclusion: CHEM2828, CHEM2839"
"1560500544-5078","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","CRIM4002
      12 UOC
      Criminology Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM4002/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Criminology honours program"
