web-scraper-order,web-scraper-start-url,faculties,faculties-href,courses,courses-href,conditions
"1560500367-4990","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6950
      6 UOC
      Ancient History Method 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6950/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: EDST6724 or EDST6920. Corerequisite: EDST6760"
"1560497594-3688","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","FINS3626
      6 UOC
      International Corporate Governance","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/FINS3626/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ACCT1511, FINS1613"
"1560498232-3996","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","PHSL2121
      6 UOC
      Principles of Physiology A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PHSL2121/?browseByFaculty=FacultyOfMedicine&","null"
"1560501938-5760","https://www.handbook.unsw.edu.au/","DVC (Academic) Board of Studies","https://www.handbook.unsw.edu.au/DvcacademicBoardOfStudies/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b3","ATSI4101
      6 UOC
      Indigenous Studies Honours I","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ATSI4101/?browseByFaculty=DvcacademicBoardOfStudies&","null"
"1560497842-3809","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACCT3610
      6 UOC
      Business Analysis and Valuation","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACCT3610/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ACCT2542 and FINS1613"
"1560499294-4478","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP4601
      6 UOC
      Design Project B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP4601/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP3211 and COMP3601."
"1560501293-5446","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1782
      6 UOC
      Contemporary Europe in Crisis: Power and Culture","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1782/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560499862-4756","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","CODE1110
      6 UOC
      Computational Design Theory 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CODE1110/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560501735-5660","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DDES1101
      6 UOC
      Design Studio 2 - Design Communication","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DDES1101/?browseByFaculty=FacultyOfArtDesign&","null"
"1560499065-4365","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CVEN4701
      6 UOC
      Planning Sustainable Infrastructure","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4701/?browseByFaculty=FacultyOfEngineering&","null"
"1560501747-5666","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DART4102
      12 UOC
      Fine Arts Honours Research Project 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DART4102/?browseByFaculty=FacultyOfArtDesign&","Must have completed DART4101"
"1560499981-4815","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BEIL6003
      6 UOC
      Cinematic Space","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEIL6003/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: 96 units of credit completed in Built Environment"
"1560498952-4310","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","ELEC4623
      6 UOC
      Biomedical Instrumentation, Measurement and Design","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ELEC4623/?browseByFaculty=FacultyOfEngineering&","Prereq: ELEC3104"
"1560500338-4976","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","HUMS1010
      6 UOC
      Experiencing the Sydney Opera House","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/HUMS1010/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560498294-4027","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","PATH2201
      6 UOC
      Processes in Disease","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PATH2201/?browseByFaculty=FacultyOfMedicine&","Prerequisite: ANAT2241 plus any one of ANAT2111, ANAT1521, PHSL2101, BIOC2101, BIOC2181."
"1560497412-3599","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MARK4214
      6 UOC
      Seminar in Consumer Behaviour","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4214/?browseByFaculty=UnswBusinessSchool&","null"
"1560500675-5142","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4815
      12 UOC
      Chinese Studies Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4815/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Chinese Studies honours program"
"1560499371-4516","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP1531
      6 UOC
      Software Engineering Fundamentals","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP1531/?browseByFaculty=FacultyOfEngineering&","Prerequisite: COMP1511 or COMP1917 or COMP1921"
"1560500616-5113","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4916
      6 UOC
      Politics Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4916/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Politics honours program"
"1560497324-3557","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT4751
      12 UOC
      Management 4 (Honours) P/T","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT4751/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Program 4501 and enrolled in the Management Honours plan is required."
"1560497952-3861","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BIOS3221
      6 UOC
      Assembling the Tree of Life","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOS3221/?browseByFaculty=FacultyOfScience&","Prerequisite: BIOS1101"
"1560498662-4175","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3336
      12 UOC
      Refugee Law in Practice: Refugee Advice and Casework Service Clinic","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3336/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses."
"1560500930-5268","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3279
      6 UOC
      Inequality in Australia: A History","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3279/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, Australian Studies or History"
"1560500891-5249","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3455
      6 UOC
      Contemporary Chinese Literature","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3455/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: ARTS2452 or ARTS3451 or ARTS3452 or ARTS3453 or ARTS3454 or language placement approval"
"1560501716-5651","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DDES1290
      6 UOC
      Australian Design History","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DDES1290/?browseByFaculty=FacultyOfArtDesign&","null"
"1560500550-5081","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","CRIM3024
      6 UOC
      Issues in Drug Policy","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3024/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: CRIM2021 or LAWS1022"
"1560497500-3642","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS3611
      6 UOC
      Information Systems Project 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3611/?browseByFaculty=UnswBusinessSchool&","null"
"1560497670-3725","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON3209
      6 UOC
      Statistics for Econometrics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON3209/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ECON2206"
"1560497879-3825","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","CHEM4004
      24 UOC
      Advanced Chemistry 4 Honours (Mid-Year Start)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM4004/?browseByFaculty=FacultyOfScience&","null"
"1560497533-3658","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS1602
      6 UOC
      Digital Transformation in Business","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS1602/?browseByFaculty=UnswBusinessSchool&","null"
"1560498553-4121","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3901
      6 UOC
      Honours Research Thesis","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3901/?browseByFaculty=FacultyOfLaw&","This course is strictly for students undertaking Law (Honours) programs only."
"1560500647-5128","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4834
      6 UOC
      Linguistics Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4834/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Linguistics honours program"
"1560500612-5111","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4918
      18 UOC
      Politics Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4918/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Politics honours program"
"1560499806-4728","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","IDES1211
      6 UOC
      Design Studio 1A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/IDES1211/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560500484-5048","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6711
      6 UOC
      Japanese Method 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6711/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 78 units of credit overall, including EDST2002, and enrolment in program 4053 or 4054"
"1560497628-3705","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON4306
      6 UOC
      Development and Political Economics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON4306/?browseByFaculty=UnswBusinessSchool&","Admission to Economics Honours (program 4502 or stream ECONFH4501)"
"1560500015-4832","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BEIL0004
      6 UOC
      Design Competitions and Bids","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEIL0004/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: 96 unit of credits completed"
"1560501551-5569","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SDES1211
      6 UOC
      Integrated Design Computing 2","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SDES1211/?browseByFaculty=FacultyOfArtDesign&","null"
"1560497877-3824","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","CHEM4005
      24 UOC
      Chemical Sciences 4 (Honours)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM4005/?browseByFaculty=FacultyOfScience&","null"
"1560500847-5227","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3636
      6 UOC
      Contextualising Japanese: Capstone","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3636/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 72uoc overall, including ARTS3633 and enrolment in an Advanced Japanese Studies major/minor; or 72uoc overall, including ARTS2631 and enrolment in a Japanese Studies major/minor"
"1560501424-5506","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SOMA2818
      6 UOC
      Media Apps and Digital Publication","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOMA2818/?browseByFaculty=FacultyOfArtDesign&","null"
"1560501510-5549","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SDES2411
      6 UOC
      Object Typologies: Reuse, Recycle","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SDES2411/?browseByFaculty=FacultyOfArtDesign&","null"
"1560499621-4636","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","PLAN2002
      6 UOC
      Geographical Information Systems and Urban Informatics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PLAN2002/?browseByFaculty=FacultyOfBuiltEnvironment&","Pre-requisite: PLAN1006"
"1560499884-4767","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BLDG3021
      6 UOC
      Property Development","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BLDG3021/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: BLDG2013"
"1560497429-3607","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MARK3092
      6 UOC
      Brand Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK3092/?browseByFaculty=UnswBusinessSchool&","Prerequisite:MARK1012"
"1560497350-3569","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT3708
      6 UOC
      Research Skills","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3708/?browseByFaculty=UnswBusinessSchool&","null"
"1560501579-5583","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SART3408
      6 UOC
      SPI: The Public Domain","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SART3408/?browseByFaculty=FacultyOfArtDesign&","L2 SPI Prerequisite"
"1560501729-5657","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DDES1130
      6 UOC
      Experience 1 - Spaces and Senses","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DDES1130/?browseByFaculty=FacultyOfArtDesign&","null"
"1560501762-5674","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","DART3330
      6 UOC
      Art and the Anthropocene","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/DART3330/?browseByFaculty=FacultyOfArtDesign&","null"
"1560500112-4865","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","SRAP1001
      6 UOC
      Social Research and Society","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SRAP1001/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560499594-4623","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","PLAN3052
      6 UOC
      Qualitative Methods","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PLAN3052/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560499192-4428","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CVEN1701
      6 UOC
      Environmental Principles and Systems","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN1701/?browseByFaculty=FacultyOfEngineering&","null"
"1560499052-4359","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CVEN4952
      4 UOC
      Research Thesis B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4952/?browseByFaculty=FacultyOfEngineering&","Pre-req: CVEN4951"
"1560501932-5757","https://www.handbook.unsw.edu.au/","DVC (Academic) Board of Studies","https://www.handbook.unsw.edu.au/DvcacademicBoardOfStudies/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b3","ATSI4104
      18 UOC
      Indigenous Studies Honours IV","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ATSI4104/?browseByFaculty=DvcacademicBoardOfStudies&","null"
"1560497677-3729","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON3202
      6 UOC
      Mathematical Economics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON3202/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ECON1202"
"1560501404-5496","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SOMA3416
      6 UOC
      Imaging Effects Workshop","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOMA3416/?browseByFaculty=FacultyOfArtDesign&","L2 Animation Prerequisite"
"1560498870-4276","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS2150
      6 UOC
      Federal Constitutional Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS2150/?browseByFaculty=FacultyOfLaw&","Prerequisite: Principle of Public Law (LAWS1141/JURD7141) and Administrative Law (LAWS1160/JURD7160)"
"1560501285-5442","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1870
      6 UOC
      Rethinking the Social","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1870/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560500476-5044","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","EDST6716
      6 UOC
      Economics Method 1","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST6716/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 78 units of credit overall, including EDST2002, and enrolment in program 3462, 4054, or 4058"
"1560498167-3967","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","AVIA1401
                      6 UOC
                    Introduction to Human Factors","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/AVIA1401/?browseByFaculty=FacultyOfScience&","null"
"1560498796-4240","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3102
      6 UOC
      Advanced Criminal Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3102/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses."
"1560499320-4491","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP3821
      6 UOC
      Extended Algorithms and Programming Techniques","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3821/?browseByFaculty=FacultyOfEngineering&","Prerequisite: A mark of at least 65 in COMP1927 or COMP2521"
"1560498890-4286","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS1121
      6 UOC
      Legal System and Skills A","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS1121/?browseByFaculty=FacultyOfLaw&","Prerequisite: Academic program must be 7016, Humanities Pathway Program."
"1560497606-3694","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","FINS2643
      6 UOC
      Wealth Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/FINS2643/?browseByFaculty=UnswBusinessSchool&","Prerequisite: FINS2624"
"1560498963-4315","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","ELEC4613
      6 UOC
      Electrical Drive Systems","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ELEC4613/?browseByFaculty=FacultyOfEngineering&","Prereq: ELEC3105"
"1560500132-4875","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","SOCW3013
      6 UOC
      Social Work Practice Level 3 Placement B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOCW3013/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: ARTS1753 or ARTS1871, PSYC1001, SOCW2006, SOCW2008, SOCW2009, SOCW2100, SOCW3009, SRAP1000, SRAP1001,  ARTS2871 or SRAP2002, and enrolment in a Social Work program. Equivalent: SOCW3001 and SOCW3011"
"1560499725-4688","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","INTA2411
      6 UOC
      Dissertation","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INTA2411/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: INTA3272, INTA6000, INTA2302, INTA3322"
"1560501944-5763","https://www.handbook.unsw.edu.au/","DVC (Academic) Board of Studies","https://www.handbook.unsw.edu.au/DvcacademicBoardOfStudies/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b3","ATSI3017
      6 UOC
      Indigenous Histories and the Colonial World","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ATSI3017/?browseByFaculty=DvcacademicBoardOfStudies&","Prerequisite: 36 units of credit"
